"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"26292";"Fundação Joaquim Nabuco";"344002";"FUNDACAO JOAQUIM NABUCO";"12016";"3440020500053201500005";"PRESTACAO DE SERVICOS DE APOIO ADMINISTRATIVO";"PEDREIRO DE MANUTENÇÃO PREDIAL / SISTEMA CIVIL.";"2";"4796,31"
"26292";"Fundação Joaquim Nabuco";"344002";"FUNDACAO JOAQUIM NABUCO";"12016";"3440020500053201500002";"PRESTACAO DE SERVICOS DE APOIO ADMINISTRATIVO";"TÉCNICO DE EDIFICAÇÕES LÍDER DE EQUIPE DE MANUTENÇÃO PREDIAL, COMO ENCARREGADO .";"1";"8198,19"
"26292";"Fundação Joaquim Nabuco";"344002";"FUNDACAO JOAQUIM NABUCO";"12016";"3440020500053201500003";"PRESTACAO DE SERVICOS DE APOIO ADMINISTRATIVO";"ELETRICISTA DE MANUTENÇÃO PREDIAL/ SISTEMAS ELÉTRICOS.";"2";"6051,05"
"26292";"Fundação Joaquim Nabuco";"344002";"FUNDACAO JOAQUIM NABUCO";"12016";"3440020500053201500008";"PRESTACAO DE SERVICOS DE APOIO ADMINISTRATIVO";"AUXILIAR DE MANUTENÇÃO PREDIAL.";"3";"4289,18"
"26292";"Fundação Joaquim Nabuco";"344002";"FUNDACAO JOAQUIM NABUCO";"12016";"3440020500053201500004";"PRESTACAO DE SERVICOS DE APOIO ADMINISTRATIVO";"ENCANADOR DE MANUTENÇÃO PREDIAL / SISTEMA CIVIL.";"1";"5285,09"
"26292";"Fundação Joaquim Nabuco";"344002";"FUNDACAO JOAQUIM NABUCO";"12016";"3440020500053201500001";"PRESTACAO DE SERVICOS DE APOIO ADMINISTRATIVO";"ELETROTÉCNICO SISTEMA ELÉTRICO E ATIVIDADES DEMAIS.";"1";"9924,10"
"26292";"Fundação Joaquim Nabuco";"344002";"FUNDACAO JOAQUIM NABUCO";"12016";"3440020500053201500007";"PRESTACAO DE SERVICOS DE APOIO ADMINISTRATIVO";"PINTOR DE MANUTENÇÃO PREDIAL / SISTEMA CIVIL.";"2";"5032,78"
"52121";"Comando do Exército";"160211";"20 BATALHAO DE INFANTARIA BLINDADO";"12016";"1602110500001201600001";"INFORMATICA - INTERNET";"A PRESENTE LICITAÇÃO TEM POR OBJETO A CONTRATAÇÃO DE SERVIÇO DE ACESSO À INTER NET BANDA LARGA DE 60 MBPS OU SUPERIOR, CONFORME CONDIÇÕES, QUANTIDADES E EXIG ÊNCIAS ESTABELECIDAS NESTE EDITAL E SEUS ANEXOS.";"12";"612,76"
"26424";"Instituto Federal do Tocantins";"158131";"INST.FED.DE EDUC.,CIENC.E TEC.DO TOCANTINS";"12017";"0";"Inválido";"Inválido";"1";"64000,00"
"52131";"Comando da Marinha";"783340";"CAPITANIA DOS PORTOS  DE PERNAMBUCO";"12017";"0";"Inválido";"Inválido";"1";"3365,09"
"26411";"Instituto Federal do Sudeste de Minas Gerais";"158123";"INSTITUTO FED CIENCIA TECNOL SUDESTE MG";"12018";"1581230500008201700001";"CONCESSAO USO - AREA / IMOVEL PUBLICO";"CONCESSÃO CANTINA BOM SUCESSO - DEVIDO A LIMITAÇÃO DO SISTEMA EM RECEPCIONAR L ANCE SUPERIOR AO INFORMADO PELA ADMINISTRAÇÃO, O VALOR LANÇADO EM % PELO FORNE CEDOR CORRESPONDE AO INCREMENTO EM REAIS AO VALOR MÍNIMO DA CONCESSÃO DE R$ 26 0,59. POR EXEMPLO: 0,1% = 0,1 * 100 = R$ 10,00 (VALOR EM R$ DO INCREMENTO). LO GO VALOR FINAL DA CONCESSÃO = R$ 260,59 + R$ 10,00 = R$ 270,59. (VER PLANILHA AUXILIAR - ANEXO II DO EDITAL). O VALOR DE 999,00 LANÇADO NO SISTEMA É SIMBÓLI CO É VISA APENAS OBTER A CLASSIFICAÇÃO DOS FORNECEDORES.";"1";"2476,13"
"26430";"Instituto Federal do Sertão de Pernambuco";"158740";"IF SERTAO PE CAMPUS SANTA MARIA DA BOA VISTA";"12018";"1587400500008201700001";"SERVICO ESPECIALIZADO DE LIMPEZA";"SERVIÇO DE LIMPEZA DA ÁREA INTERNA CUJO TOTAL DA ÁREA É DE 5.777,39 M².";"12";"300,48"
"52121";"Comando do Exército";"160498";"2º BATALHAO DE INFANTARIA LEVE";"12018";"1604980700004201800001";"COMUNICACAO POR CORREIO";"CONTRATAÇÃO DE SERVIÇO PÚBLICO POSTAL EXCLUSIVO E DE TELEGRAMA, BEM COMO SERVI ÇO DE DE ENCOMENDA EXPRESSA (SEDEX) PARA ATENDER AS NECESSIDADES DO 2º BIL.";"1";"7458,43"
"52121";"Comando do Exército";"160421";"9 BATALHAO LOGISTICO";"12018";"1604210500003201800001";"CONCESSAO USO - AREA / IMOVEL PUBLICO";"O PRESENTE PROJETO BÁSICO TEM POR OBJETO CESSÃO DE USO DE ESPAÇO FÍSICO, A TÍT ULO ONEROSO, DE IMÓVEL JURISDICIONADO AO 9º BATALHÃO LOGÍSTICO (9º B LOG), LOC ALIZADO NA AVENIDA APARICIO MARIENSE, Nº 345, BAIRRO VILA NOVA, CEP 97700-000,  SANTIAGO   RS, CONTENDO AS SEGUINTES DIMENSÕES: ÁREA PRINCIPAL DE 3,48 X 4,57  METROS PERFAZENDO UMA ÁREA TOTAL DE 15,90 METROS QUADRADOS DESTINADO À INSTAL AÇÃO DE UMA BARBEARIA, A QUAL DEVERÁ FUNCIONAR DE SEGUNDA-FEIRA À SEXTA-FEIRA,  PELO MENOS DAS 08H ÀS 12H E DAS 13H30MIN ÀS 17:00H, ESTANDO DISPENSADA DA ABE RTURA NOS DIAS E TURNOS EM QUE NÃO HAJA EXPEDIENTE NA ORGANIZAÇÃO MILITAR, SEN DO FACULTATIVA A ABERTURA NOS HORÁRIOS COMPREENDIDOS ENTRE 07H E 08H; 12H E 13 H30MIN, E 17H E 18H30MIN, POR UM PRAZO DE 01 (UM) ANO, A CONTAR DA DATA DA VIG ÊNCIA PREVISTA NO CONTRATO DE CESSÃO DE USO, PODENDO SER PRORROGADO POR IGUAIS  E SUCESSIVOS PERÍODOS, ATÉ O LIMITE DE 60 (SESSENTA) MESES, CONFORME O DISPOS TO NO II DO ART. 57 DA LEI 8.666/93.";"1";"588,72"
"52131";"Comando da Marinha";"765706";"SANATORIO NAVAL DE NOVA FRIBURGO";"12018";"0";"Inválido";"Inválido";"2000";"5,50"
"52121";"Comando do Exército";"160418";"19 REGIMENTO DE CAVALARIA MECANIZADO";"12018";"1604180500001201700001";"DESINSETIZACAO / DESRATIZACAO / DEDETIZACAO";"1. CONTRATAÇÃO DE SERVIÇO DE DESINSETIZAÇÃO, DESRATIZAÇÃO E DEDETIZAÇÃO:     1 .1 COMBATE E EXTERMÍNIO DE RATOS, ATRAVÉS DE ISCAS E ARMADILHAS ESTRATÉGICAS N AS ÁREAS INTERNAS E EXTERNAS DE ACORDO COM AS NORMAS ESTABELECIDAS PELA ANVISA , COM O FORNECIMENTO DE MATERIAIS E EQUIPAMENTOS NECESSÁRIOS PARA A EXECUÇÃO D OS SERVIÇOS.    1.2 CONTROLE DE PRAGAS E VETORES URBANOS COMO BARATAS, FORMIGA S, TRAÇAS, PULGAS E CARRAPATOS COM APLICAÇÃO DE ISCA EM GEL, PÓ QUÍMICO, PULVE RIZAÇÃO DESALOJANTE E RESIDUAL E/OU UTILIZAÇÃO DE ARMADILHAS PARA MONITORAMENT O DE ACORDO COM INFESTAÇÃO LOCAL, DE ACORDO COM AS NORMAS ESTABELECIDASPELA A NVISA.    1.3 ÁREA DE ABRANGÊNCIA DO SERVIÇO A SER ATENDIDA MENSALMENTE TOTALI ZA 1.795,50M², COMPREENDIDOS OS SEGUINTES EDIFÍCIOS: SETOR DE APROVISIONAMENTO  (966,35M²), CASSINO DE OFICIAIS (324,50M²), FORMAÇÃO SANITÁRIA REGIMENTAL (30 9,15M²), FARMÁCIA E ALOJAMENTO DA GUARDA (195,50M²).";"1";"647,50"
"26411";"Instituto Federal do Sudeste de Minas Gerais";"158123";"INSTITUTO FED CIENCIA TECNOL SUDESTE MG";"12018";"1581230500008201700001";"CONCESSAO USO - AREA / IMOVEL PUBLICO";"CONCESSÃO CANTINA BOM SUCESSO - DEVIDO A LIMITAÇÃO DO SISTEMA EM RECEPCIONAR L ANCE SUPERIOR AO INFORMADO PELA ADMINISTRAÇÃO, O VALOR LANÇADO EM % PELO FORNE CEDOR CORRESPONDE AO INCREMENTO EM REAIS AO VALOR MÍNIMO DA CONCESSÃO DE R$ 26 0,59. POR EXEMPLO: 0,1% = 0,1 * 100 = R$ 10,00 (VALOR EM R$ DO INCREMENTO). LO GO VALOR FINAL DA CONCESSÃO = R$ 260,59 + R$ 10,00 = R$ 270,59. (VER PLANILHA AUXILIAR - ANEXO II DO EDITAL). O VALOR DE 999,00 LANÇADO NO SISTEMA É SIMBÓLI CO É VISA APENAS OBTER A CLASSIFICAÇÃO DOS FORNECEDORES.";"1";"2476,13"
"52121";"Comando do Exército";"160149";"COMANDO 4 BRIGADA DE CAVALARIA MECANIZADA";"12018";"1601490700004201800001";"PUBLICACAO LIVRO / MATERIA - PERIODICA / OFICIAL";"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA EXECUÇÃO DE SERVIÇOS DE PUBLICIDADE LE GAL IMPRENSA E/OU ELETRÔNICA EM VEÍCULOS DE COMUNICAÇÃO, PARA ATENDER O COMAND O DA 4ª BRIGADA DE CAVALARIA MECANIZADA.";"1";"7000,00"
"52121";"Comando do Exército";"160472";"5º BATALHAO DE INFANTARIA LEVE";"12019";"1604720500006201800001";"BOINA";"BOINA, MATERIAL FELTRO LÃ, TAMANHO 53 A 62, COR BEGE, APLICAÇÃO USO MILITAR";"1";"7219,32"
"22000";"Ministério da Agricultura, Pecuária e Abastec";"130010";"COMISSAO EXEC. DO PLANO DA LAV.CACAUEIRA/DF";"12019";"0";"Inválido";"Inválido";"1";"184799,61"
"26258";"Universidade Tecnológica Federal do Paraná";"152134";"UTFPR - CAMPUS GUARAPUAVA";"12019";"1521340600001201900001";"PRESTACAO DE SERVICOS DE APOIO ADMINISTRATIVO";"CONTRATAÇÃO DA FUNTEF PARA POSSIBILITAR A OFERTA DO CURSO DE ESPECIALIZAÇÃO EM  ENGENHARIA DA MANUTENÇÃO, CONFORME RESOLUÇÃO Nº 063-18.";"1";"2520011,00"
"52121";"Comando do Exército";"160160";"51 BATALHAO DE INFANTARIA DE SELVA";"12019";"1601600500015201800001";"CANTINA / BAR / LANCHONETE / REFEICAO RAPIDA / RESTAURANTE";"CESSÃO DE USO PARA O EXERCÍCIO DE ATIVIDADES DE APOIO, EM PARCELA DO IMÓVEL DA  UNIÃO, PELA MAIOR OFERTA, PARA INSTALAÇÃO E FUNCIONAMENTO DE CANTINA NAS DEPE NDÊNCIAS DO 51º BATALHÃO DE INFANTARIA DE SELVA";"12";"3901,56"
"52131";"Comando da Marinha";"720000";"ESTADO-MAIOR DA ARMADA";"12020";"0";"Inválido";"Inválido";"19200";"0,02"
"52131";"Comando da Marinha";"720000";"ESTADO-MAIOR DA ARMADA";"12020";"0";"Inválido";"Inválido";"2400";"0,46"
"52131";"Comando da Marinha";"720000";"ESTADO-MAIOR DA ARMADA";"12020";"0";"Inválido";"Inválido";"2400";"0,21"
"52131";"Comando da Marinha";"720000";"ESTADO-MAIOR DA ARMADA";"12020";"0";"Inválido";"Inválido";"1440";"18,04"
"52131";"Comando da Marinha";"720000";"ESTADO-MAIOR DA ARMADA";"12020";"0";"Inválido";"Inválido";"144";"31,89"
"52131";"Comando da Marinha";"720000";"ESTADO-MAIOR DA ARMADA";"12020";"0";"Inválido";"Inválido";"4800";"0,18"
"52131";"Comando da Marinha";"720000";"ESTADO-MAIOR DA ARMADA";"12020";"0";"Inválido";"Inválido";"14400";"0,04"
"52131";"Comando da Marinha";"720000";"ESTADO-MAIOR DA ARMADA";"12020";"0";"Inválido";"Inválido";"2400";"0,25"
"52131";"Comando da Marinha";"720000";"ESTADO-MAIOR DA ARMADA";"12020";"0";"Inválido";"Inválido";"24000";"0,03"
"52131";"Comando da Marinha";"720000";"ESTADO-MAIOR DA ARMADA";"12020";"0";"Inválido";"Inválido";"14400";"0,05"
"52131";"Comando da Marinha";"720000";"ESTADO-MAIOR DA ARMADA";"12020";"0";"Inválido";"Inválido";"144";"28,92"
"52131";"Comando da Marinha";"720000";"ESTADO-MAIOR DA ARMADA";"12020";"0";"Inválido";"Inválido";"1440";"62,41"
"52131";"Comando da Marinha";"720000";"ESTADO-MAIOR DA ARMADA";"12020";"0";"Inválido";"Inválido";"3600";"0,14"
"52131";"Comando da Marinha";"720000";"ESTADO-MAIOR DA ARMADA";"12020";"0";"Inválido";"Inválido";"144000";"0,03"
"52131";"Comando da Marinha";"720000";"ESTADO-MAIOR DA ARMADA";"12020";"0";"Inválido";"Inválido";"240";"34,47"
"52131";"Comando da Marinha";"720000";"ESTADO-MAIOR DA ARMADA";"12020";"0";"Inválido";"Inválido";"72000";"0,03"
"52131";"Comando da Marinha";"720000";"ESTADO-MAIOR DA ARMADA";"12020";"0";"Inválido";"Inválido";"480";"25,35"
"52131";"Comando da Marinha";"720000";"ESTADO-MAIOR DA ARMADA";"12020";"0";"Inválido";"Inválido";"2400";"0,31"
"52131";"Comando da Marinha";"720000";"ESTADO-MAIOR DA ARMADA";"12020";"0";"Inválido";"Inválido";"6000";"0,21"
"52131";"Comando da Marinha";"720000";"ESTADO-MAIOR DA ARMADA";"12020";"0";"Inválido";"Inválido";"24";"85,87"
"52131";"Comando da Marinha";"720000";"ESTADO-MAIOR DA ARMADA";"12020";"0";"Inválido";"Inválido";"72000";"0,07"
"52131";"Comando da Marinha";"720000";"ESTADO-MAIOR DA ARMADA";"12020";"0";"Inválido";"Inválido";"2400";"0,58"
"52131";"Comando da Marinha";"720000";"ESTADO-MAIOR DA ARMADA";"12020";"0";"Inválido";"Inválido";"19200";"0,05"
"52131";"Comando da Marinha";"795500";"BASE DE FUZILEIROS NAVAIS DO RIO MERITI";"12020";"7955000500002201900007";"MANUTENCAO DE VEICULOS LEVES / PESADOS";"MANUTENÇÃO E LUBRIFICAÇÃO PARA A ROTINA AVANÇADA / REVITALIZAÇÃO DE SISTEMAS P ARA VIATURA UNIMOG U2150L38.";"3914";"37,38"
"52131";"Comando da Marinha";"795500";"BASE DE FUZILEIROS NAVAIS DO RIO MERITI";"12020";"7955000500002201900008";"MANUTENCAO DE VEICULOS LEVES / PESADOS";"PEÇAS MECÂNICAS/ELÉTRICA, PARA VEICULO AUTOMOTIVO. PEÇAS, ACESSÓRIOS OU SOBRES SALENTE PELO MAIOR DESCONTO SOBRE A TABELA AUDATEX/FABRICANTE PARA ATENDER  O ITEM 7.";"488528";"0,50"
"52121";"Comando do Exército";"160445";"HOSPITAL DE GUARNICAO DE FLORIANOPOLIS";"12020";"1604450700001202000001";"ASSISTENCIA MEDICA - HOSPITALAR / DOMICILIAR COMPLEMENTAR DESAUDE / CONVÊNIO";"SERVIÇO DE ASSISTÊNCIA MÉDICA, AMBULATORIAL E DIAGNÓSTICO. TC 01/2020.";"1";"120000,00"
"52131";"Comando da Marinha";"783340";"CAPITANIA DOS PORTOS  DE PERNAMBUCO";"12020";"0";"Inválido";"Inválido";"1";"5399,84"
"52121";"Comando do Exército";"160403";"6 GRUPO DE ARTILHARIA DE CAMPANHA";"12020";"1604030600001202000001";"COMUNICACAO POR CORREIO";"COMUNICAÇÃO POR CORREIO, CONFORME TERMOS DO CONTRATO.";"1";"400,00"
"52121";"Comando do Exército";"160403";"6 GRUPO DE ARTILHARIA DE CAMPANHA";"12020";"1604030700001202000001";"ASSISTENCIA MEDICA - HOSPITALAR / DOMICILIAR COMPLEMENTAR DESAUDE / CONVÊNIO";"PRESTAÇÃO DE SERVIÇOS NA ESPECIALIDADE DE FISIOTERAPIA.";"1";"77511,73"
"52121";"Comando do Exército";"160403";"6 GRUPO DE ARTILHARIA DE CAMPANHA";"12020";"1604030600001202000001";"COMUNICACAO POR CORREIO";"COMUNICAÇÃO POR CORREIO, CONFORME TERMOS DO CONTRATO.";"1";"400,00"
"52121";"Comando do Exército";"160225";"BASE ADMINISTRATIVA DO CURADO";"12020";"1602250500001202000001";"CONCESSAO USO - AREA / IMOVEL PUBLICO";"CESSÃO DE USO A TÍTULO ONEROSO DE PARCELA DO IMÓVEL PE 070037,MEDINDO 15,00 M²  (QUINZE METROS QUADRADOS), LOCALIZADO NO PAVILHÃO DE TERCEIROS DO QUARTEL GEN ERAL DA 7ª REGIÃO MILITAR E BASE ADMINISTRATIVA DO CURADO, PARA EXERCER ATIVID ADE DE APOIO DE ALFAIATARIA.";"1";"1110,64"
"26421";"Instituto Federal de Rondônia";"158532";"INST.FED.RONDONIA/CAMPUS P. VELHO ZONA NORTE";"12020";"1585320500003201900027";"INSTALACAO E MONTAGEM DE SISTEMAS DE REFRIGERACAO";"SERVIÇO DE RETIRADA E INSTALAÇÃO DE AR CONDICIONADO MODELO CASSETE 58.000.BTUS . COM FORNECIMENTO DE TUBO CONECTIVO, VEDAÇÃO NA TUBULAÇÃO E APARELHO, SOLDA, SUPORTE, ESPUMA DE VEDAÇÃO, MASSA DE VEDAÇÃO, INJEÇÃO DE GÁS PRÓPRIO PARA COMP RESSOR, PARAFUSOS E DEMAIS MATERIAIS QUE POSSAM SER NECESSÁRIOS ( DE PRIMEIRA LINHA). SENDO QUE A GARANTIA DOS SERVIÇOS DE INSTALAÇÃO DE NO MÍNIMO DE 90 DIA S.";"5";"420,00"
"26421";"Instituto Federal de Rondônia";"158532";"INST.FED.RONDONIA/CAMPUS P. VELHO ZONA NORTE";"12020";"1585320500003201900010";"AR CONDICIONADO - MANUTENCAO SISTEMA CENTRAL";"SERVIÇOS DE MANUTENÇÃO CORRETIVA, EM AR CONDICIONADO MODELO SPLIT DE 58.000 BT US A 60.000 BTUS, PARA PAGAMENTO POR SERVIÇO EXECUTADO (POR SOLICITAÇÃO) CONFO RME APRESENTAÇÃO DE RELATÓRIO E NOTA FISCAL, CONFORME A LISTAGEM DE SERVIÇOS C OM A DESCRIÇÃO COMPLETA PRESENTE NO EDITAL.";"12";"195,00"
"26421";"Instituto Federal de Rondônia";"158532";"INST.FED.RONDONIA/CAMPUS P. VELHO ZONA NORTE";"12020";"1585320500003201900005";"AR CONDICIONADO - MANUTENCAO SISTEMA CENTRAL";"SERVIÇOS DE MANUTENÇÃO PREVENTIVA, EM AR CONDICIONADO MODELO SPLIT DE 58.000 B TUS A 60.000 BTUS, OBEDECENDO AO PLANO DE MANUTENÇÃO, OPERAÇÃO E CONTROLE   PM OC, REALIZADA POR PROFISSIONAIS CAPACITADOS,   REALIZADO APÓS A EMISSÃO DA ORD EM DE SERVIÇO E REALIZADO O AGENDAMENTO,CONFORME A LISTAGEM DE SERVIÇOS COM A DESCRIÇÃO COMPLETA PRESENTE NO EDITAL.";"30";"153,00"
"26421";"Instituto Federal de Rondônia";"158532";"INST.FED.RONDONIA/CAMPUS P. VELHO ZONA NORTE";"12020";"1585320500003201900020";"INSTALACAO E MONTAGEM DE SISTEMAS DE REFRIGERACAO";"SERVIÇO DE  INSTALAÇÃO (PAREDE/SISTEMAS) DE AR CONDICIONADO MODELO SPLIT DE 58 .000 BTUS A 60.000 BTUS. COM FORNECIMENTO DE TUBO CONECTIVO, VEDAÇÃO NA TUBULA ÇÃO E APARELHO, SOLDA, SUPORTE, ESPUMA DE VEDAÇÃO, MASSA DE VEDAÇÃO, INJEÇÃO D E GÁS PRÓPRIO PARA COMPRESSOR, PARAFUSOS E DEMAIS MATERIAIS QUE POSSAM SER NEC ESSÁRIOS ( DE PRIMEIRA LINHA). SENDO QUE A GARANTIA DOS SERVIÇOS DE INSTALAÇÃO  DE NO MÍNIMO DE 90 DIAS.";"3";"500,00"
"26421";"Instituto Federal de Rondônia";"158532";"INST.FED.RONDONIA/CAMPUS P. VELHO ZONA NORTE";"12020";"1585320500003201900008";"AR CONDICIONADO - MANUTENCAO SISTEMA CENTRAL";"SERVIÇOS DE MANUTENÇÃO CORRETIVA, EM AR CONDICIONADO MODELO SPLIT DE 18.000 BT US A 24.000 BTUS, PARA PAGAMENTO POR SERVIÇO EXECUTADO (POR SOLICITAÇÃO) CONFO RME APRESENTAÇÃO DE RELATÓRIO E NOTA FISCAL, CONFORME A LISTAGEM DE SERVIÇOS C OM A DESCRIÇÃO COMPLETA PRESENTE NO EDITAL.";"15";"128,00"
"26421";"Instituto Federal de Rondônia";"158532";"INST.FED.RONDONIA/CAMPUS P. VELHO ZONA NORTE";"12020";"1585320500003201900017";"INSTALACAO E MONTAGEM DE SISTEMAS DE REFRIGERACAO";"SERVIÇO DE  INSTALAÇÃO (PAREDE/SISTEMAS) DE AR CONDICIONADO MODELO SPLIT DE 58 .000 BTUS A 60.000 BTUS. COM FORNECIMENTO DE TUBO CONECTIVO, VEDAÇÃO NA TUBULA ÇÃO E APARELHO, SOLDA, SUPORTE, ESPUMA DE VEDAÇÃO, MASSA DE VEDAÇÃO, INJEÇÃO D E GÁS PRÓPRIO PARA COMPRESSOR, PARAFUSOS E DEMAIS MATERIAIS QUE POSSAM SER NEC ESSÁRIOS ( DE PRIMEIRA LINHA). SENDO QUE A GARANTIA DOS SERVIÇOS DE INSTALAÇÃO  DE NO MÍNIMO DE 90 DIAS.";"6";"342,00"
"26421";"Instituto Federal de Rondônia";"158532";"INST.FED.RONDONIA/CAMPUS P. VELHO ZONA NORTE";"12020";"1585320500003201900009";"AR CONDICIONADO - MANUTENCAO SISTEMA CENTRAL";"SERVIÇOS DE MANUTENÇÃO CORRETIVA, EM AR CONDICIONADO MODELO SPLIT DE 30.000 BT US A 48.000 BTUS, PARA PAGAMENTO POR SERVIÇO EXECUTADO (POR SOLICITAÇÃO) CONFO RME APRESENTAÇÃO DE RELATÓRIO E NOTA FISCAL, CONFORME A LISTAGEM DE SERVIÇOS C OM A DESCRIÇÃO COMPLETA PRESENTE NO EDITAL.";"20";"144,00"
"26421";"Instituto Federal de Rondônia";"158532";"INST.FED.RONDONIA/CAMPUS P. VELHO ZONA NORTE";"12020";"1585320500003201900022";"INSTALACAO E MONTAGEM DE SISTEMAS DE REFRIGERACAO";"SERVIÇO DE RETIRADA DE AR CONDICIONADO MODELO SPLIT DE 7.000 BTUS A 12.000 BTU S. COM FORNECIMENTO DA VEDAÇÃO NA TUBULAÇÃO, RETIRADA DE UM LOCAL, COM RECOLHI MENTO DE GÁS, E AINDA O TRANSPORTE DO MESMO ATÉ O LOCAL INDICADO PELA CONTRATA NTE.";"7";"170,00"
"26421";"Instituto Federal de Rondônia";"158532";"INST.FED.RONDONIA/CAMPUS P. VELHO ZONA NORTE";"12020";"1585320500003201900021";"INSTALACAO E MONTAGEM DE SISTEMAS DE REFRIGERACAO";"SERVIÇO DE INSTALAÇÃO (PAREDE/SISTEMAS) DE AR CONDICIONADO MODELO SPLIT DE 80. 000 BTUS A 90.000 BTUS. COM FORNECIMENTO DE TUBO CONECTIVO, VEDAÇÃO NA TUBULAÇ ÃO E APARELHO, SOLDA, SUPORTE, ESPUMA DE VEDAÇÃO, MASSA DE VEDAÇÃO, INJEÇÃO DE  GÁS PRÓPRIO PARA COMPRESSOR, PARAFUSOS E DEMAIS MATERIAIS QUE POSSAM SER NECE SSÁRIOS ( DE PRIMEIRA LINHA). SENDO QUE A GARANTIA DOS SERVIÇOS DE INSTALAÇÃO DE NO MÍNIMO DE 90 DIAS.";"7";"498,00"
