"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"20411";"Instituto do Patrimônio Histórico e Artístico";"343008";"SUPERINTENDENCIA DO IPHAN EM SERGIPE,IPHAN-SE";"12022";"3430080500001202200001";"SERVICO ESPECIALIZADO DE LIMPEZA";"SERVIÇO ESPECIALIZADO DE LIMPEZA";"1";"44099,58"
"62201";"Agência Nacional de Aviação Civil";"113218";"NUCLEO REG. DE AVIACAO CIVIL DE RECIFE";"12022";"0";"Inválido";"Inválido";"1";"14938,68"
"68201";"Agência Nacional de Transportes Aquaviários";"682010";"AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS";"12022";"6820100500013202200001";"SERVICOS ESPECIALIZADOS EM MODELAGEM DE PROCESSOS - BPM";"SERVIÇOS ESPECIALIZADOS EM MODELAGEM DE PROCESSOS - BPM";"5784";"80,18"
"26238";"Universidade Federal de Minas Gerais";"153265";"DEPARTAMENTO DE OBRAS/UFMG";"12022";"1532650600001202200001";"INSTALACAO / MONTAGEM / MANUTENCAO - EQUIPAMENTOS ELETRICOS";"SERVIÇO DE FORNECIMENTO E INSTALAÇÃO (EQUIPAMENTO E MÃO DE OBRA) DE VENTILADOR  DE TETO COM 03 PÁS DE AÇO, PINTURA ELETROSTÁTICA NA COR BRANCA COM CHAVE DE R EVERSÃO PARA ACIONAMENTO DO VENTILADOR DE TETO E CAPACITOR 7,5UFX250VAC SELO P ROCEL 'A' VAZÃO DE AR: 1,79M3/S; 127V/1F/60HZ; POT. 130W; CORRENTE ABSORVIDA 0 ,90A, REF. NEW COMERCIAL ECO, FAB. VENTIDELTA OU EQUIVALENTE TÉCNICO, INCLUSIV E COM FORNECIMENTO E INSTALAÇÃO DA CAIXA DE SOBREPOR 2X4  PARA RECEBER A CHAVE  DE REVERSÃO DE COMANDO DOS VENTILADORES, MESMA REFERÊNCIA DO VENTILADOR, PARA  INSTALAÇÕES EXTERNAS, CASO A CAIXA DE INSTALAÇÃO DA CHAVE DE REVERSÃONÃO VEN HA JUNTO COM O VENTILADOR. OBSERVAÇÃO: A INFRAESTRUTURA ELÉTRICA DE ELETRODUTO , CONDULETE E FIAÇÃO JÁ ESTÁ EXECUTADA NA OBRA, NÃO FAZENDO PARTE DO FORNECIME NTO ACIMA.";"1";"27974,40"
"52121";"Comando do Exército";"160420";"19 GRUPO DE ARTILHARIA DE CAMPANHA";"12022";"1604200500004202200002";"PRESTACAO DE SERVICOS DE LAVANDERIA";"SERVIÇO DE LAVANDERIA   LAVAGEM DE JALECO.";"300";"17,70"
"52121";"Comando do Exército";"160420";"19 GRUPO DE ARTILHARIA DE CAMPANHA";"12022";"1604200500004202200005";"PRESTACAO DE SERVICOS DE LAVANDERIA";"SERVIÇO DE LAVANDERIA - LAVAGEM DE COBERTOR DE LÃ.";"900";"10,43"
"52121";"Comando do Exército";"160420";"19 GRUPO DE ARTILHARIA DE CAMPANHA";"12022";"1604200500004202200004";"PRESTACAO DE SERVICOS DE LAVANDERIA";"SERVIÇO DE LAVANDERIA - LAVAGEM DE TOALHA DE MESA.";"900";"10,66"
"52121";"Comando do Exército";"160420";"19 GRUPO DE ARTILHARIA DE CAMPANHA";"12022";"1604200500004202200001";"PRESTACAO DE SERVICOS DE LAVANDERIA";"SERVIÇO DE LAVANDERIA   LAVAGEM DE ROUPA DE CAMA (LENÇOL, COLCHA E FRONHA)";"6000";"7,65"
"52121";"Comando do Exército";"160420";"19 GRUPO DE ARTILHARIA DE CAMPANHA";"12022";"1604200500004202200003";"PRESTACAO DE SERVICOS DE LAVANDERIA";"SERVIÇO DE LAVANDERIA   LAVAGEM DE AVENTAL.";"900";"7,75"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100298";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO KIT DE ROLAMENTOS DA MANIVELA COM O FORNECIMENTO DE  PEÇAS PELA CONTRATADA.";"7";"3900,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100290";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DA MANGUEIRA DE COMBUSTÍVEL DE 1/2  , INCLUINDO: REMOÇ ÃO, SUBSTITUIÇÃO DA MANGUEIRA DE COMBUSTÍVEL, MONTAGEM E TESTE DE FUNCIONAMENT O. COM O FORNECIMENTO DE PEÇAS PELA CONTRATADA.";"7";"200,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100193";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO EIXO DO HÉLICE COM O FORNECIMENTO DE PEÇAS PELA CON TRATADA.";"13";"1146,65"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100144";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO EIXO DO HÉLICE COM O FORNECIMENTO DE PEÇAS PELA CON TRATADA.";"6";"2000,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100288";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO TREM DE ENGRENAGEM DA RABETA, INCLUINDO: DESMONTAGE M, SUBSTITUIÇÃO DO TREM DE ENGRENAGEM, ROLAMENTOS RETENTORES E JUNTAS, MONTAGE M E TESTE DE FUNCIONAMENTO. COM O FORNECIMENTO DE PEÇAS PELA CONTRATADA.";"7";"6000,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100317";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO LÍQUIDO DE REFRIGERAÇÃO E LIMPEZA DO SISTEMA DE ARR EFECIMENTO.";"4";"450,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100330";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DAS VELAS DE IGNIÇÃO, INCLUINDO: A REMOÇÃO, LIMPEZA DO  ALOJAMENTO, INSTALAÇÃO DAS VELAS DE IGNIÇÃO NOVAS E TESTE DE FUNCIONAMENTO. C OM O FORNECIMENTO DE PEÇAS PELA CONTRATADA.";"12";"878,90"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100350";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO KIT DE VEDAÇÃO DA RABETA, INCLUINDO: DESMONTAGEM, R EMOÇÃO, SUBSTITUIÇÃO DOS RETENTORES, MONTAGEM E TESTE DE FUNCIONAMENTO. COM O FORNECIMENTO DE PEÇAS PELA CONTRATADA.";"12";"1800,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100027";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DAS VELAS DE IGNIÇÃO, INCLUINDO: A REMOÇÃO, LIMPEZA DO  ALOJAMENTO, INSTALAÇÃO DAS VELAS DE IGNIÇÃO NOVAS E TESTE DE FUNCIONAMENTO. C OM O FORNECIMENTO DE PEÇAS PELA CONTRATADA.";"11";"130,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100284";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO PISTÃO COMPLETO E CAMISAS DE CILINDRO, INCLUINDO: D ESMONTAGEM, SUBSTITUIÇÃO DOS PISTÕES E ANÉIS DE SEGUIMENTO, SUBSTITUIÇÃO DAS C AMISAS DE CILINDRO, JUNTAS, MONTAGEM E TESTE DE FUNCIONAMENTO. COM O FORNECIME NTO DE PEÇAS PELA CONTRATADA.";"7";"8000,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100092";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO BLOCO DO MOTOR, INCLUINDO: DESMONTAGEM, SUBSTITUIÇÃ O DO BLOCO DE CILINDROS, MONTAGEM E TESTE DE FUNCIONAMENTO. COM O FORNECIMENTO  DE PEÇAS PELA CONTRATADA.";"60";"7000,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100301";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO ESTATOR DO MOTOR. COM O FORNECIMENTO DE PEÇAS PELA CONTRATADA.";"11";"4889,65"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100204";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE MANUTENÇÃO GERAL DO MOTOR DE PARTIDA,   INCLUINDO: REMOÇÃO, DESMONT AGEM, LIMPEZA, SUBSTITUIÇÃO DAS PEÇAS AVARIADAS, MONTAGEM E TESTE DE FUNCIONAM ENTO. COM O FORNECIMENTO DE PEÇAS PELA CONTRATADA.";"50";"1500,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100245";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO EIXO CARDÃ COM O FORNECIMENTO DE PEÇAS PELA CONTRAT ADA.";"40";"1300,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100328";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE LIMPEZA DOS BICOS INJETORES DE COMBUSTÍVEL INCLUINDO: A REMOÇÃO, LI MPEZA DOS BICOS INJETORES DE COMBUSTÍVEL, TESTE DOS BICOS EM BANCADA, MONTAGEM  E TESTE DE FUNCIONAMENTO.";"7";"1071,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100087";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO ÓLEO DA RABETA, INCLUINDO: SUBSTITUIÇÃO DO ÓLEO DA RABETA SAE 85W90. COM O FORNECIMENTO DE PEÇAS PELA CONTRATADA.";"106";"120,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100196";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO KIT DE ROLAMENTOS DA MANIVELA COM O FORNECIMENTO DE  PEÇAS PELA CONTRATADA.";"11";"1651,25"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100231";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO ROTOR DA BOMBA D ÁGUA, INCLUINDO: DESMONTAGEM DA RA BETA, SUBSTITUIÇÃO DO ROTOR DE BOMBA D ÁGUA, MONTAGEM E TESTE DE FUNCIONAMENTO . COM O FORNECIMENTO DE PEÇAS PELA CONTRATADA.";"49";"400,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100250";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO ESTATOR DO MOTOR. COM O FORNECIMENTO DE PEÇAS PELA CONTRATADA.";"49";"4341,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100236";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO ÓLEO DA RABETA, INCLUINDO: SUBSTITUIÇÃO DO ÓLEO DA RABETA SAE 85W90. COM O FORNECIMENTO DE PEÇAS PELA CONTRATADA.";"49";"150,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100248";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO KIT DE VEDAÇÃO DA RABETA, INCLUINDO: DESMONTAGEM, R EMOÇÃO, SUBSTITUIÇÃO DOS RETENTORES, MONTAGEM E TESTE DE FUNCIONAMENTO. COM O FORNECIMENTO DE PEÇAS PELA CONTRATADA.";"49";"1000,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100239";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DA MANGUEIRA DE COMBUSTÍVEL DE 1/2  , INCLUINDO: REMOÇ ÃO, SUBSTITUIÇÃO DA MANGUEIRA DE COMBUSTÍVEL, MONTAGEM E TESTE DE FUNCIONAMENT O. COM O FORNECIMENTO DE PEÇAS PELA CONTRATADA.";"40";"150,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100017";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO FILTRO SEPARADOR DE COMBUSTÍVEL, INCLUINDO: REMOÇÃO , SUBSTITUIÇÃO DO FILTRO SEPARADOR DE COMBUSTÍVEL, MONTAGEM E TESTE DE FUNCION AMENTO. COM O FORNECIMENTO DE PEÇAS PELA CONTRATADA.";"11";"400,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100033";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO EIXO DE MANIVELAS, INCLUINDO: A DESMONTAGEM, SUBSTI TUIÇÃO DO EIXO DE MANIVELAS, BRONZINAS / ROLAMENTOS, MONTAGEM E TESTE DE FUNCI ONAMENTO. COM O FORNECIMENTO DE PEÇAS PELA CONTRATADA.";"9";"4000,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100217";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DA BOMBA DE COMBUSTÍVEL (BAIXA), INCLUINDO: REMOÇÃO, S UBSTITUIÇÃO DA BOMBA DE COMBUSTÍVEL (BAIXA), MONTAGEM E TESTE DE FUNCIONAMENTO . COM O FORNECIMENTO DE PEÇAS PELA CONTRATADA.";"40";"3500,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100189";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DOS CABOS DE ACELERAÇÃO, INCLUINDO: DESMONTAGEM, SUBST ITUIÇÃO DOS CABOS DE ACELERAÇÃO, MONTAGEM E TESTE DE FUNCIONAMENTO. COM O FORN ECIMENTO DE PEÇAS PELA CONTRATADA.";"15";"500,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100325";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO CILINDRO DE DIREÇÃO DO MOTOR, INCLUINDO: SUBSTITUIÇ ÃO DO CILINDRO DE DIREÇÃO DO MOTOR, MONTAGEM E TESTE DE FUNCIONAMENTO. COM O F ORNECIMENTO DE PEÇAS PELA CONTRATADA.";"10";"1766,15"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100234";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO EIXO DE MANIVELAS, INCLUINDO: A DESMONTAGEM, SUBSTI TUIÇÃO DO EIXO DE MANIVELAS, BRONZINAS / ROLAMENTOS, MONTAGEM E TESTE DE FUNCI ONAMENTO. COM O FORNECIMENTO DE PEÇAS PELA CONTRATADA.";"40";"10000,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100257";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO RELÉ DO POWER TRIM, INCLUINDO: REMOÇÃO, SUBSTITUIÇÃ O DO RELÉ DO POWER TRIM, MONTAGEM E TESTE DE FUNCIONAMENTO. COM O FORNECIMENTO  DE PEÇAS PELA CONTRATADA.";"7";"1200,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100129";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DAS BOBINAS DE IGNIÇÃO, INCLUINDO: REMOÇÃO,  INSTALAÇÃ O DAS BOBINAS DE IGNIÇÃO NOVAS E TESTE DE FUNCIONAMENTO. COM O FORNECIMENTO DE  PEÇAS PELA CONTRATADA.";"21";"900,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100210";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO FILTRO DE ÓLEO LUBRIFICANTE DO MOTOR, INCLUINDO: RE MOÇÃO, SUBSTITUIÇÃO DO FILTRO DE ÓLEO LUBRIFICANTE, MONTAGEM E TESTE DE FUNCIO NAMENTO. COM O FORNECIMENTO DE PEÇAS PELA CONTRATADA.";"66";"300,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100315";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DA CORREIA DENTADA DO MOTOR COM O FORNECIMENTO DE PEÇA S PELA CONTRATADA.";"10";"1200,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100059";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DA PLACA RETIFICADORA DE CORRENTE, INCLUINDO: REMOÇÃO,  SUBSTITUIÇÃO DA PLACA RETIFICADORA DE CORRENTE, MONTAGEM E TESTE DE FUNCIONAM ENTO. COM O FORNECIMENTO DE PEÇAS PELA CONTRATADA.";"65";"1500,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100044";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO EIXO CARDÃ COM O FORNECIMENTO DE PEÇAS PELA CONTRAT ADA";"9";"600,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100172";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO CILINDRO DE DIREÇÃO DO MOTOR, INCLUINDO: SUBSTITUIÇ ÃO DO CILINDRO DE DIREÇÃO DO MOTOR, MONTAGEM E TESTE DE FUNCIONAMENTO. COM O F ORNECIMENTO DE PEÇAS PELA CONTRATADA.";"15";"2300,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100066";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO LÍQUIDO DE REFRIGERAÇÃO E LIMPEZA DO SISTEMA DE ARR EFECIMENTO.";"82";"450,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100149";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO ESTATOR DO MOTOR. COM O FORNECIMENTO DE PEÇAS PELA CONTRATADA.";"8";"3223,75"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100136";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO ÓLEO DA RABETA, INCLUINDO: SUBSTITUIÇÃO DO ÓLEO DA RABETA SAE 85W90. COM O FORNECIMENTO DE PEÇAS PELA CONTRATADA.";"8";"120,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100156";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO POWER TRIM, INCLUINDO: DESMONTAGEM,  SUBSTITUIÇÃO, MONTAGEM DO POWER TRIM E TESTE DE FUNCIONAMENTO. COM O FORNECIMENTO DE PEÇAS P ELA CONTRATADA.";"15";"5900,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100309";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO POWER TRIM, INCLUINDO: DESMONTAGEM,  SUBSTITUIÇÃO, MONTAGEM DO POWER TRIM E TESTE DE FUNCIONAMENTO. COM O FORNECIMENTO DE PEÇAS P ELA CONTRATADA.";"5";"4659,45"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100102";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DAS VÁLVULAS DE ADMISSÃO E RETENTORES DE VÁLVULA";"99";"850,00"
"52131";"Comando da Marinha";"788810";"ESTACAO NAVAL DO RIO NEGRO";"12022";"7888100500005202100308";"MANUTENCAO INDUSTRIAL";"SERVIÇO DE SUBSTITUIÇÃO DO RELÉ DO POWER TRIM, INCLUINDO: REMOÇÃO, SUBSTITUIÇÃ O DO RELÉ DO POWER TRIM, MONTAGEM E TESTE DE FUNCIONAMENTO. COM O FORNECIMENTO  DE PEÇAS PELA CONTRATADA.";"5";"1300,00"
